"Region","Year","Age Range","Alcohol Use","Measure Type","Variable","Value"
"South Central Region","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",64.13
"South Central Region","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.09
"South Central Region","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",25.57
"South Central Region","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.11
"South Central Region","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.75
"South Central Region","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1
"South Central Region","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.22
"South Central Region","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.43
"South Central Region","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",63.87
"South Central Region","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.47
"South Central Region","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",22.97
"South Central Region","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.34
"South Central Region","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"South Central Region","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",3
"South Central Region","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.03
"South Central Region","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",11.39
"South Central Region","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",2.46
"South Central Region","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"South Central Region","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"South Central Region","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",13.89
"South Central Region","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.32
"South Central Region","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",68.29
"South Central Region","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.76
"South Central Region","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"South Central Region","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"South Central Region","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.59
"South Central Region","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.7
"South Central Region","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",65.34
"South Central Region","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",3.72
"South Central Region","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"South Central Region","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"South Central Region","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.55
"South Central Region","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.73
"South Central Region","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",64.86
"South Central Region","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.05
"South Central Region","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"South Central Region","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Southwest Region","2004-2006","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.13
"Southwest Region","2004-2006","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.96
"Southwest Region","2004-2006","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.72
"Southwest Region","2004-2006","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",2.08
"Southwest Region","2004-2006","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",20.26
"Southwest Region","2004-2006","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.68
"Southwest Region","2004-2006","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",11.56
"Southwest Region","2004-2006","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.73
"Southwest Region","2004-2006","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",7.92
"Southwest Region","2004-2006","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.49
"Southwest Region","2004-2006","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",22.51
"Southwest Region","2004-2006","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",4.66
"Southwest Region","2004-2006","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",68.96
"Southwest Region","2004-2006","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.93
"Southwest Region","2004-2006","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",45.23
"Southwest Region","2004-2006","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",5.53
"Southwest Region","2004-2006","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.79
"Southwest Region","2004-2006","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.2
"Southwest Region","2004-2006","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",9.52
"Southwest Region","2004-2006","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",2.11
"Southwest Region","2004-2006","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",67.86
"Southwest Region","2004-2006","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.85
"Southwest Region","2004-2006","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",26.76
"Southwest Region","2004-2006","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.83
"Southwest Region","2004-2006","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.23
"Southwest Region","2004-2006","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.26
"Southwest Region","2004-2006","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.75
"Southwest Region","2004-2006","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",2.2
"Southwest Region","2004-2006","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",67.72
"Southwest Region","2004-2006","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",5.3
"Southwest Region","2004-2006","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.25
"Southwest Region","2004-2006","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4.07
"Southwest Region","2006-2008","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.23
"Southwest Region","2006-2008","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.8
"Southwest Region","2006-2008","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.31
"Southwest Region","2006-2008","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",2.01
"Southwest Region","2006-2008","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",20.97
"Southwest Region","2006-2008","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.55
"Southwest Region","2006-2008","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",14.03
"Southwest Region","2006-2008","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.93
"Southwest Region","2006-2008","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",9.68
"Southwest Region","2006-2008","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.78
"Southwest Region","2006-2008","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",22.78
"Southwest Region","2006-2008","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",4.44
"Southwest Region","2006-2008","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",69.51
"Southwest Region","2006-2008","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.99
"Southwest Region","2006-2008","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Southwest Region","2006-2008","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2006-2008","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",4.13
"Southwest Region","2006-2008","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.12
"Southwest Region","2006-2008","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",9.32
"Southwest Region","2006-2008","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.85
"Southwest Region","2006-2008","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",68.97
"Southwest Region","2006-2008","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.45
"Southwest Region","2006-2008","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",28.2
"Southwest Region","2006-2008","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.55
"Southwest Region","2006-2008","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.37
"Southwest Region","2006-2008","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.14
"Southwest Region","2006-2008","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.47
"Southwest Region","2006-2008","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.83
"Southwest Region","2006-2008","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",68.89
"Southwest Region","2006-2008","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.78
"Southwest Region","2006-2008","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",25.24
"Southwest Region","2006-2008","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.71
"Southwest Region","2008-2010","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.92
"Southwest Region","2008-2010","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.81
"Southwest Region","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.09
"Southwest Region","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.48
"Southwest Region","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",18.27
"Southwest Region","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.68
"Southwest Region","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",12.34
"Southwest Region","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.85
"Southwest Region","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",7.33
"Southwest Region","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.06
"Southwest Region","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",18.48
"Southwest Region","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.58
"Southwest Region","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Southwest Region","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Southwest Region","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.54
"Southwest Region","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.96
"Southwest Region","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",8.18
"Southwest Region","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.65
"Southwest Region","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",64.69
"Southwest Region","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.51
"Southwest Region","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",28.54
"Southwest Region","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4.1
"Southwest Region","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.98
"Southwest Region","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.04
"Southwest Region","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.66
"Southwest Region","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.71
"Southwest Region","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",64.31
"Southwest Region","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.89
"Southwest Region","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",25.82
"Southwest Region","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4.37
"Southwest Region","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.35
"Southwest Region","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.5
"Southwest Region","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",3.8
"Southwest Region","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.23
"Southwest Region","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",17.87
"Southwest Region","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.58
"Southwest Region","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",9.1
"Southwest Region","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.21
"Southwest Region","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.76
"Southwest Region","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.25
"Southwest Region","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",15.99
"Southwest Region","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.55
"Southwest Region","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",69.49
"Southwest Region","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",5.09
"Southwest Region","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Southwest Region","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.13
"Southwest Region","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.02
"Southwest Region","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.71
"Southwest Region","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.92
"Southwest Region","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",67.2
"Southwest Region","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.4
"Southwest Region","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",27.37
"Southwest Region","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.67
"Southwest Region","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.62
"Southwest Region","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.05
"Southwest Region","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.54
"Southwest Region","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.94
"Southwest Region","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",66.88
"Southwest Region","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.73
"Southwest Region","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.78
"Southwest Region","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.9
"Southwest Region","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",0.91
"Southwest Region","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.41
"Southwest Region","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.82
"Southwest Region","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.97
"Southwest Region","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",14.67
"Southwest Region","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.16
"Southwest Region","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",7.26
"Southwest Region","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",1.89
"Southwest Region","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",5.6
"Southwest Region","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.9
"Southwest Region","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",14.25
"Southwest Region","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.26
"Southwest Region","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",67.97
"Southwest Region","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.99
"Southwest Region","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Southwest Region","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3
"Southwest Region","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.93
"Southwest Region","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.32
"Southwest Region","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.5
"Southwest Region","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",67.81
"Southwest Region","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.88
"Southwest Region","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",27.08
"Southwest Region","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.71
"Southwest Region","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.61
"Southwest Region","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.94
"Southwest Region","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.28
"Southwest Region","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.54
"Southwest Region","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",67.79
"Southwest Region","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",5.31
"Southwest Region","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.5
"Southwest Region","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.96
"Southwest Region","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.69
"Southwest Region","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.94
"Southwest Region","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",12.1
"Southwest Region","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",2.79
"Southwest Region","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",10.91
"Southwest Region","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",2.85
"Southwest Region","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",66.85
"Southwest Region","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",5
"Southwest Region","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.57
"Southwest Region","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.55
"Southwest Region","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",66.14
"Southwest Region","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.12
"Southwest Region","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Southwest Region","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.89
"Southwest Region","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.6
"Southwest Region","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",66.03
"Southwest Region","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.43
"Southwest Region","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Southwest Region","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"United States","2004-2006","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.03
"United States","2004-2006","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.61
"United States","2004-2006","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",16.85
"United States","2004-2006","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",10.36
"United States","2004-2006","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",7.28
"United States","2004-2006","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",17.34
"United States","2004-2006","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",60.98
"United States","2004-2006","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",41.58
"United States","2004-2006","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.55
"United States","2004-2006","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.93
"United States","2004-2006","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",54.97
"United States","2004-2006","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.28
"United States","2004-2006","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.9
"United States","2004-2006","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.29
"United States","2004-2006","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",53.92
"United States","2004-2006","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",21.26
"United States","2004-2006","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0
"United States","2006-2008","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.97
"United States","2006-2008","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.11
"United States","2006-2008","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.22
"United States","2006-2008","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.19
"United States","2006-2008","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",15.75
"United States","2006-2008","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",0.33
"United States","2006-2008","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",9.59
"United States","2006-2008","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",0.26
"United States","2006-2008","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",7.41
"United States","2006-2008","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.24
